,,,公布日期時間,2021/07/26 04:36:12 PM
商品, 買賣權, 到期月份(週別), 履約價格, Delta值
CAO       ,買權,202108  ,  67.5 ,0.9922
CAO       ,買權,202108  ,  70.0 ,0.9891
CAO       ,買權,202108  ,  72.5 ,0.9836
CAO       ,買權,202108  ,  75.0 ,0.9729
CAO       ,買權,202108  ,  77.5 ,0.9381
CAO       ,買權,202108  ,  80.0 ,0.8603
CAO       ,買權,202108  ,  82.5 ,0.7396
CAO       ,買權,202108  ,  85.0 ,0.5851
CAO       ,買權,202108  ,  87.5 ,0.4199
CAO       ,買權,202108  ,  90.0 ,0.2711
CAO       ,買權,202108  ,  92.5 ,0.1550
CAO       ,買權,202108  ,  95.0 ,0.0777
CAO       ,買權,202108  ,  97.5 ,0.0327
CAO       ,買權,202108  , 100.0 ,0.0215
CAO       ,買權,202108  , 105.0 ,0.0117
CAO       ,賣權,202108  ,  67.5 ,-0.0078
CAO       ,賣權,202108  ,  70.0 ,-0.0109
CAO       ,賣權,202108  ,  72.5 ,-0.0164
CAO       ,賣權,202108  ,  75.0 ,-0.0271
CAO       ,賣權,202108  ,  77.5 ,-0.0619
CAO       ,賣權,202108  ,  80.0 ,-0.1397
CAO       ,賣權,202108  ,  82.5 ,-0.2604
CAO       ,賣權,202108  ,  85.0 ,-0.4149
CAO       ,賣權,202108  ,  87.5 ,-0.5801
CAO       ,賣權,202108  ,  90.0 ,-0.7289
CAO       ,賣權,202108  ,  92.5 ,-0.8450
CAO       ,賣權,202108  ,  95.0 ,-0.9223
CAO       ,賣權,202108  ,  97.5 ,-0.9673
CAO       ,賣權,202108  , 100.0 ,-0.9785
CAO       ,賣權,202108  , 105.0 ,-0.9883
CAO       ,買權,202109  ,  48.0 ,0.9979
CAO       ,買權,202109  ,  50.0 ,0.9977
CAO       ,買權,202109  ,  55.0 ,0.9970
CAO       ,買權,202109  ,  60.0 ,0.9958
CAO       ,買權,202109  ,  65.0 ,0.9936
CAO       ,買權,202109  ,  70.0 ,0.9883
CAO       ,買權,202109  ,  72.5 ,0.9773
CAO       ,買權,202109  ,  75.0 ,0.9441
CAO       ,買權,202109  ,  77.5 ,0.8900
CAO       ,買權,202109  ,  80.0 ,0.8078
CAO       ,買權,202109  ,  82.5 ,0.6998
CAO       ,買權,202109  ,  85.0 ,0.5748
CAO       ,買權,202109  ,  87.5 ,0.4454
CAO       ,買權,202109  ,  90.0 ,0.3247
CAO       ,買權,202109  ,  92.5 ,0.2224
CAO       ,買權,202109  ,  95.0 ,0.1423
CAO       ,買權,202109  ,  97.5 ,0.0868
CAO       ,買權,202109  , 100.0 ,0.0491
CAO       ,買權,202109  , 105.0 ,0.0127
CAO       ,買權,202109  , 110.0 ,0.0084
CAO       ,賣權,202109  ,  48.0 ,-0.0021
CAO       ,賣權,202109  ,  50.0 ,-0.0023
CAO       ,賣權,202109  ,  55.0 ,-0.0030
CAO       ,賣權,202109  ,  60.0 ,-0.0042
CAO       ,賣權,202109  ,  65.0 ,-0.0064
CAO       ,賣權,202109  ,  70.0 ,-0.0117
CAO       ,賣權,202109  ,  72.5 ,-0.0227
CAO       ,賣權,202109  ,  75.0 ,-0.0559
CAO       ,賣權,202109  ,  77.5 ,-0.1100
CAO       ,賣權,202109  ,  80.0 ,-0.1922
CAO       ,賣權,202109  ,  82.5 ,-0.3002
CAO       ,賣權,202109  ,  85.0 ,-0.4252
CAO       ,賣權,202109  ,  87.5 ,-0.5546
CAO       ,賣權,202109  ,  90.0 ,-0.6753
CAO       ,賣權,202109  ,  92.5 ,-0.7776
CAO       ,賣權,202109  ,  95.0 ,-0.8577
CAO       ,賣權,202109  ,  97.5 ,-0.9132
CAO       ,賣權,202109  , 100.0 ,-0.9509
CAO       ,賣權,202109  , 105.0 ,-0.9873
CAO       ,賣權,202109  , 110.0 ,-0.9916
CAO       ,買權,202112  ,  55.0 ,0.9968
CAO       ,買權,202112  ,  60.0 ,0.9956
CAO       ,買權,202112  ,  65.0 ,0.9873
CAO       ,買權,202112  ,  70.0 ,0.9493
CAO       ,買權,202112  ,  75.0 ,0.8687
CAO       ,買權,202112  ,  80.0 ,0.7369
CAO       ,買權,202112  ,  85.0 ,0.5697
CAO       ,買權,202112  ,  90.0 ,0.3991
CAO       ,買權,202112  ,  95.0 ,0.2530
CAO       ,買權,202112  , 100.0 ,0.1461
CAO       ,買權,202112  , 110.0 ,0.0378
CAO       ,賣權,202112  ,  55.0 ,-0.0032
CAO       ,賣權,202112  ,  60.0 ,-0.0044
CAO       ,賣權,202112  ,  65.0 ,-0.0127
CAO       ,賣權,202112  ,  70.0 ,-0.0507
CAO       ,賣權,202112  ,  75.0 ,-0.1313
CAO       ,賣權,202112  ,  80.0 ,-0.2631
CAO       ,賣權,202112  ,  85.0 ,-0.4303
CAO       ,賣權,202112  ,  90.0 ,-0.6009
CAO       ,賣權,202112  ,  95.0 ,-0.7470
CAO       ,賣權,202112  , 100.0 ,-0.8539
CAO       ,賣權,202112  , 110.0 ,-0.9622
CAO       ,買權,202203  ,  65.0 ,0.9665
CAO       ,買權,202203  ,  70.0 ,0.9164
CAO       ,買權,202203  ,  75.0 ,0.8296
CAO       ,買權,202203  ,  80.0 ,0.7106
CAO       ,買權,202203  ,  85.0 ,0.5716
CAO       ,買權,202203  ,  90.0 ,0.4316
CAO       ,買權,202203  ,  95.0 ,0.3064
CAO       ,買權,202203  , 100.0 ,0.2052
CAO       ,買權,202203  , 110.0 ,0.0787
CAO       ,賣權,202203  ,  65.0 ,-0.0335
CAO       ,賣權,202203  ,  70.0 ,-0.0836
CAO       ,賣權,202203  ,  75.0 ,-0.1704
CAO       ,賣權,202203  ,  80.0 ,-0.2894
CAO       ,賣權,202203  ,  85.0 ,-0.4284
CAO       ,賣權,202203  ,  90.0 ,-0.5684
CAO       ,賣權,202203  ,  95.0 ,-0.6936
CAO       ,賣權,202203  , 100.0 ,-0.7948
CAO       ,賣權,202203  , 110.0 ,-0.9213
CAO       ,買權,202206  ,  70.0 ,0.8889
CAO       ,買權,202206  ,  75.0 ,0.8040
CAO       ,買權,202206  ,  80.0 ,0.6961
CAO       ,買權,202206  ,  85.0 ,0.5764
CAO       ,買權,202206  ,  90.0 ,0.4565
CAO       ,買權,202206  ,  95.0 ,0.3464
CAO       ,買權,202206  , 100.0 ,0.2527
CAO       ,買權,202206  , 110.0 ,0.1204
CAO       ,賣權,202206  ,  70.0 ,-0.1111
CAO       ,賣權,202206  ,  75.0 ,-0.1960
CAO       ,賣權,202206  ,  80.0 ,-0.3039
CAO       ,賣權,202206  ,  85.0 ,-0.4236
CAO       ,賣權,202206  ,  90.0 ,-0.5435
CAO       ,賣權,202206  ,  95.0 ,-0.6536
CAO       ,賣權,202206  , 100.0 ,-0.7473
CAO       ,賣權,202206  , 110.0 ,-0.8796
CBO       ,買權,202108  ,  29.0 ,0.9767
CBO       ,買權,202108  ,  30.0 ,0.9528
CBO       ,買權,202108  ,  31.0 ,0.9114
CBO       ,買權,202108  ,  32.0 ,0.8565
CBO       ,買權,202108  ,  33.0 ,0.7838
CBO       ,買權,202108  ,  34.0 ,0.6956
CBO       ,買權,202108  ,  35.0 ,0.5969
CBO       ,買權,202108  ,  36.0 ,0.4948
CBO       ,買權,202108  ,  37.0 ,0.3959
CBO       ,買權,202108  ,  38.0 ,0.3051
CBO       ,買權,202108  ,  39.0 ,0.2273
CBO       ,買權,202108  ,  40.0 ,0.1618
CBO       ,買權,202108  ,  41.0 ,0.1126
CBO       ,買權,202108  ,  42.0 ,0.0776
CBO       ,買權,202108  ,  43.0 ,0.0469
CBO       ,買權,202108  ,  44.0 ,0.0308
CBO       ,買權,202108  ,  45.0 ,0.0212
CBO       ,買權,202108  ,  46.0 ,0.0123
CBO       ,賣權,202108  ,  29.0 ,-0.0233
CBO       ,賣權,202108  ,  30.0 ,-0.0472
CBO       ,賣權,202108  ,  31.0 ,-0.0886
CBO       ,賣權,202108  ,  32.0 ,-0.1435
CBO       ,賣權,202108  ,  33.0 ,-0.2162
CBO       ,賣權,202108  ,  34.0 ,-0.3044
CBO       ,賣權,202108  ,  35.0 ,-0.4031
CBO       ,賣權,202108  ,  36.0 ,-0.5052
CBO       ,賣權,202108  ,  37.0 ,-0.6041
CBO       ,賣權,202108  ,  38.0 ,-0.6949
CBO       ,賣權,202108  ,  39.0 ,-0.7727
CBO       ,賣權,202108  ,  40.0 ,-0.8382
CBO       ,賣權,202108  ,  41.0 ,-0.8874
CBO       ,賣權,202108  ,  42.0 ,-0.9224
CBO       ,賣權,202108  ,  43.0 ,-0.9531
CBO       ,賣權,202108  ,  44.0 ,-0.9692
CBO       ,賣權,202108  ,  45.0 ,-0.9788
CBO       ,賣權,202108  ,  46.0 ,-0.9877
CBO       ,買權,202109  ,  17.0 ,0.9969
CBO       ,買權,202109  ,  18.0 ,0.9967
CBO       ,買權,202109  ,  19.0 ,0.9963
CBO       ,買權,202109  ,  20.0 ,0.9959
CBO       ,買權,202109  ,  21.0 ,0.9955
CBO       ,買權,202109  ,  22.0 ,0.9949
CBO       ,買權,202109  ,  23.0 ,0.9943
CBO       ,買權,202109  ,  24.0 ,0.9935
CBO       ,買權,202109  ,  25.0 ,0.9924
CBO       ,買權,202109  ,  26.0 ,0.9819
CBO       ,買權,202109  ,  28.0 ,0.9503
CBO       ,買權,202109  ,  29.0 ,0.9235
CBO       ,買權,202109  ,  30.0 ,0.8870
CBO       ,買權,202109  ,  31.0 ,0.8422
CBO       ,買權,202109  ,  32.0 ,0.7867
CBO       ,買權,202109  ,  33.0 ,0.7244
CBO       ,買權,202109  ,  34.0 ,0.6565
CBO       ,買權,202109  ,  35.0 ,0.5851
CBO       ,買權,202109  ,  36.0 ,0.5130
CBO       ,買權,202109  ,  37.0 ,0.4420
CBO       ,買權,202109  ,  38.0 ,0.3750
CBO       ,買權,202109  ,  39.0 ,0.3128
CBO       ,買權,202109  ,  40.0 ,0.2575
CBO       ,買權,202109  ,  41.0 ,0.2094
CBO       ,買權,202109  ,  42.0 ,0.1664
CBO       ,買權,202109  ,  44.0 ,0.1032
CBO       ,買權,202109  ,  46.0 ,0.0608
CBO       ,買權,202109  ,  48.0 ,0.0342
CBO       ,買權,202109  ,  50.0 ,0.0189
CBO       ,買權,202109  ,  55.0 ,0.0066
CBO       ,賣權,202109  ,  17.0 ,-0.0031
CBO       ,賣權,202109  ,  18.0 ,-0.0034
CBO       ,賣權,202109  ,  19.0 ,-0.0037
CBO       ,賣權,202109  ,  20.0 ,-0.0041
CBO       ,賣權,202109  ,  21.0 ,-0.0045
CBO       ,賣權,202109  ,  22.0 ,-0.0051
CBO       ,賣權,202109  ,  23.0 ,-0.0057
CBO       ,賣權,202109  ,  24.0 ,-0.0065
CBO       ,賣權,202109  ,  25.0 ,-0.0076
CBO       ,賣權,202109  ,  26.0 ,-0.0181
CBO       ,賣權,202109  ,  28.0 ,-0.0497
CBO       ,賣權,202109  ,  29.0 ,-0.0765
CBO       ,賣權,202109  ,  30.0 ,-0.1130
CBO       ,賣權,202109  ,  31.0 ,-0.1578
CBO       ,賣權,202109  ,  32.0 ,-0.2133
CBO       ,賣權,202109  ,  33.0 ,-0.2756
CBO       ,賣權,202109  ,  34.0 ,-0.3435
CBO       ,賣權,202109  ,  35.0 ,-0.4149
CBO       ,賣權,202109  ,  36.0 ,-0.4870
CBO       ,賣權,202109  ,  37.0 ,-0.5580
CBO       ,賣權,202109  ,  38.0 ,-0.6250
CBO       ,賣權,202109  ,  39.0 ,-0.6872
CBO       ,賣權,202109  ,  40.0 ,-0.7425
CBO       ,賣權,202109  ,  41.0 ,-0.7906
CBO       ,賣權,202109  ,  42.0 ,-0.8336
CBO       ,賣權,202109  ,  44.0 ,-0.8968
CBO       ,賣權,202109  ,  46.0 ,-0.9392
CBO       ,賣權,202109  ,  48.0 ,-0.9658
CBO       ,賣權,202109  ,  50.0 ,-0.9811
CBO       ,賣權,202109  ,  55.0 ,-0.9934
CBO       ,買權,202112  ,  19.0 ,0.9961
CBO       ,買權,202112  ,  20.0 ,0.9928
CBO       ,買權,202112  ,  21.0 ,0.9894
CBO       ,買權,202112  ,  22.0 ,0.9811
CBO       ,買權,202112  ,  23.0 ,0.9729
CBO       ,買權,202112  ,  24.0 ,0.9587
CBO       ,買權,202112  ,  25.0 ,0.9427
CBO       ,買權,202112  ,  26.0 ,0.9221
CBO       ,買權,202112  ,  28.0 ,0.8692
CBO       ,買權,202112  ,  30.0 ,0.7995
CBO       ,買權,202112  ,  32.0 ,0.7187
CBO       ,買權,202112  ,  34.0 ,0.6308
CBO       ,買權,202112  ,  36.0 ,0.5408
CBO       ,買權,202112  ,  38.0 ,0.4537
CBO       ,買權,202112  ,  40.0 ,0.3732
CBO       ,買權,202112  ,  42.0 ,0.3007
CBO       ,買權,202112  ,  44.0 ,0.2384
CBO       ,買權,202112  ,  46.0 ,0.1866
CBO       ,買權,202112  ,  48.0 ,0.1438
CBO       ,買權,202112  ,  50.0 ,0.1099
CBO       ,買權,202112  ,  55.0 ,0.0526
CBO       ,賣權,202112  ,  19.0 ,-0.0039
CBO       ,賣權,202112  ,  20.0 ,-0.0072
CBO       ,賣權,202112  ,  21.0 ,-0.0106
CBO       ,賣權,202112  ,  22.0 ,-0.0189
CBO       ,賣權,202112  ,  23.0 ,-0.0271
CBO       ,賣權,202112  ,  24.0 ,-0.0413
CBO       ,賣權,202112  ,  25.0 ,-0.0573
CBO       ,賣權,202112  ,  26.0 ,-0.0779
CBO       ,賣權,202112  ,  28.0 ,-0.1308
CBO       ,賣權,202112  ,  30.0 ,-0.2005
CBO       ,賣權,202112  ,  32.0 ,-0.2813
CBO       ,賣權,202112  ,  34.0 ,-0.3692
CBO       ,賣權,202112  ,  36.0 ,-0.4592
CBO       ,賣權,202112  ,  38.0 ,-0.5463
CBO       ,賣權,202112  ,  40.0 ,-0.6268
CBO       ,賣權,202112  ,  42.0 ,-0.6993
CBO       ,賣權,202112  ,  44.0 ,-0.7616
CBO       ,賣權,202112  ,  46.0 ,-0.8134
CBO       ,賣權,202112  ,  48.0 ,-0.8562
CBO       ,賣權,202112  ,  50.0 ,-0.8901
CBO       ,賣權,202112  ,  55.0 ,-0.9474
CBO       ,買權,202203  ,  26.0 ,0.8849
CBO       ,買權,202203  ,  28.0 ,0.8313
CBO       ,買權,202203  ,  30.0 ,0.7688
CBO       ,買權,202203  ,  32.0 ,0.7004
CBO       ,買權,202203  ,  34.0 ,0.6286
CBO       ,買權,202203  ,  36.0 ,0.5566
CBO       ,買權,202203  ,  38.0 ,0.4865
CBO       ,買權,202203  ,  40.0 ,0.4206
CBO       ,買權,202203  ,  42.0 ,0.3596
CBO       ,買權,202203  ,  44.0 ,0.3052
CBO       ,買權,202203  ,  46.0 ,0.2560
CBO       ,買權,202203  ,  48.0 ,0.2138
CBO       ,買權,202203  ,  50.0 ,0.1774
CBO       ,買權,202203  ,  55.0 ,0.1087
CBO       ,賣權,202203  ,  26.0 ,-0.1151
CBO       ,賣權,202203  ,  28.0 ,-0.1687
CBO       ,賣權,202203  ,  30.0 ,-0.2312
CBO       ,賣權,202203  ,  32.0 ,-0.2996
CBO       ,賣權,202203  ,  34.0 ,-0.3714
CBO       ,賣權,202203  ,  36.0 ,-0.4434
CBO       ,賣權,202203  ,  38.0 ,-0.5135
CBO       ,賣權,202203  ,  40.0 ,-0.5794
CBO       ,賣權,202203  ,  42.0 ,-0.6404
CBO       ,賣權,202203  ,  44.0 ,-0.6948
CBO       ,賣權,202203  ,  46.0 ,-0.7440
CBO       ,賣權,202203  ,  48.0 ,-0.7862
CBO       ,賣權,202203  ,  50.0 ,-0.8226
CBO       ,賣權,202203  ,  55.0 ,-0.8913
CBO       ,買權,202206  ,  28.0 ,0.8085
CBO       ,買權,202206  ,  30.0 ,0.7523
CBO       ,買權,202206  ,  32.0 ,0.6927
CBO       ,買權,202206  ,  34.0 ,0.6315
CBO       ,買權,202206  ,  36.0 ,0.5709
CBO       ,買權,202206  ,  38.0 ,0.5114
CBO       ,買權,202206  ,  40.0 ,0.4552
CBO       ,買權,202206  ,  42.0 ,0.4022
CBO       ,賣權,202206  ,  28.0 ,-0.1915
CBO       ,賣權,202206  ,  30.0 ,-0.2477
CBO       ,賣權,202206  ,  32.0 ,-0.3073
CBO       ,賣權,202206  ,  34.0 ,-0.3685
CBO       ,賣權,202206  ,  36.0 ,-0.4291
CBO       ,賣權,202206  ,  38.0 ,-0.4886
CBO       ,賣權,202206  ,  40.0 ,-0.5448
CBO       ,賣權,202206  ,  42.0 ,-0.5978
CCA       ,買權,202108  ,  50.0 ,0.6869
CCA       ,買權,202108  ,  52.5 ,0.6103
CCA       ,買權,202108  ,  55.0 ,0.4485
CCA       ,買權,202108  ,  57.5 ,0.3085
CCA       ,買權,202108  ,  60.0 ,0.1889
CCA       ,買權,202108  ,  62.5 ,0.1038
CCA       ,賣權,202108  ,  46.0 ,-0.0481
CCA       ,賣權,202108  ,  47.0 ,-0.0749
CCA       ,賣權,202108  ,  49.0 ,-0.1554
CCA       ,賣權,202108  ,  52.5 ,-0.3897
CCA       ,賣權,202108  ,  57.5 ,-0.6915
CCO       ,買權,202108  ,  41.0 ,0.9892
CCO       ,買權,202108  ,  42.0 ,0.9819
CCO       ,買權,202108  ,  43.0 ,0.9701
CCO       ,買權,202108  ,  44.0 ,0.9547
CCO       ,買權,202108  ,  45.0 ,0.9357
CCO       ,買權,202108  ,  46.0 ,0.9087
CCO       ,買權,202108  ,  47.0 ,0.8755
CCO       ,買權,202108  ,  48.0 ,0.8355
CCO       ,買權,202108  ,  49.0 ,0.7888
CCO       ,買權,202108  ,  50.0 ,0.7371
CCO       ,買權,202108  ,  52.5 ,0.5897
CCO       ,買權,202108  ,  55.0 ,0.4469
CCO       ,買權,202108  ,  57.5 ,0.3201
CCO       ,買權,202108  ,  60.0 ,0.2158
CCO       ,買權,202108  ,  62.5 ,0.1357
CCO       ,賣權,202108  ,  41.0 ,-0.0108
CCO       ,賣權,202108  ,  42.0 ,-0.0181
CCO       ,賣權,202108  ,  43.0 ,-0.0299
CCO       ,賣權,202108  ,  44.0 ,-0.0453
CCO       ,賣權,202108  ,  45.0 ,-0.0643
CCO       ,賣權,202108  ,  46.0 ,-0.0913
CCO       ,賣權,202108  ,  47.0 ,-0.1245
CCO       ,賣權,202108  ,  48.0 ,-0.1645
CCO       ,賣權,202108  ,  49.0 ,-0.2112
CCO       ,賣權,202108  ,  50.0 ,-0.2629
CCO       ,賣權,202108  ,  52.5 ,-0.4103
CCO       ,賣權,202108  ,  55.0 ,-0.5531
CCO       ,賣權,202108  ,  57.5 ,-0.6799
CCO       ,賣權,202108  ,  60.0 ,-0.7842
CCO       ,賣權,202108  ,  62.5 ,-0.8643
CCO       ,買權,202109  ,  41.0 ,0.9532
CCO       ,買權,202109  ,  42.0 ,0.9378
CCO       ,買權,202109  ,  43.0 ,0.9190
CCO       ,買權,202109  ,  44.0 ,0.8959
CCO       ,買權,202109  ,  45.0 ,0.8701
CCO       ,買權,202109  ,  46.0 ,0.8400
CCO       ,買權,202109  ,  47.0 ,0.8070
CCO       ,買權,202109  ,  48.0 ,0.7703
CCO       ,買權,202109  ,  49.0 ,0.7316
CCO       ,買權,202109  ,  50.0 ,0.6904
CCO       ,買權,202109  ,  52.5 ,0.5812
CCO       ,買權,202109  ,  55.0 ,0.4824
CCO       ,買權,202109  ,  57.5 ,0.3898
CCO       ,買權,202109  ,  60.0 ,0.3070
CCO       ,買權,202109  ,  62.5 ,0.2353
CCO       ,賣權,202109  ,  41.0 ,-0.0468
CCO       ,賣權,202109  ,  42.0 ,-0.0622
CCO       ,賣權,202109  ,  43.0 ,-0.0810
CCO       ,賣權,202109  ,  44.0 ,-0.1041
CCO       ,賣權,202109  ,  45.0 ,-0.1299
CCO       ,賣權,202109  ,  46.0 ,-0.1600
CCO       ,賣權,202109  ,  47.0 ,-0.1930
CCO       ,賣權,202109  ,  48.0 ,-0.2297
CCO       ,賣權,202109  ,  49.0 ,-0.2684
CCO       ,賣權,202109  ,  50.0 ,-0.3096
CCO       ,賣權,202109  ,  52.5 ,-0.4188
CCO       ,賣權,202109  ,  55.0 ,-0.5176
CCO       ,賣權,202109  ,  57.5 ,-0.6102
CCO       ,賣權,202109  ,  60.0 ,-0.6930
CCO       ,賣權,202109  ,  62.5 ,-0.7647
CCO       ,買權,202112  ,  40.0 ,0.8925
CCO       ,買權,202112  ,  42.0 ,0.8545
CCO       ,買權,202112  ,  44.0 ,0.8109
CCO       ,買權,202112  ,  46.0 ,0.7622
CCO       ,買權,202112  ,  48.0 ,0.7100
CCO       ,買權,202112  ,  50.0 ,0.6552
CCO       ,買權,202112  ,  55.0 ,0.5283
CCO       ,買權,202112  ,  60.0 ,0.4142
CCO       ,買權,202112  ,  65.0 ,0.3154
CCO       ,賣權,202112  ,  40.0 ,-0.1075
CCO       ,賣權,202112  ,  42.0 ,-0.1455
CCO       ,賣權,202112  ,  44.0 ,-0.1891
CCO       ,賣權,202112  ,  46.0 ,-0.2378
CCO       ,賣權,202112  ,  48.0 ,-0.2900
CCO       ,賣權,202112  ,  50.0 ,-0.3448
CCO       ,賣權,202112  ,  55.0 ,-0.4717
CCO       ,賣權,202112  ,  60.0 ,-0.5858
CCO       ,賣權,202112  ,  65.0 ,-0.6846
CCO       ,買權,202203  ,  40.0 ,0.8555
CCO       ,買權,202203  ,  42.0 ,0.8192
CCO       ,買權,202203  ,  44.0 ,0.7799
CCO       ,買權,202203  ,  46.0 ,0.7380
CCO       ,買權,202203  ,  48.0 ,0.6944
CCO       ,買權,202203  ,  50.0 ,0.6497
CCO       ,買權,202203  ,  55.0 ,0.5513
CCO       ,買權,202203  ,  60.0 ,0.4595
CCO       ,買權,202203  ,  65.0 ,0.3767
CCO       ,賣權,202203  ,  40.0 ,-0.1445
CCO       ,賣權,202203  ,  42.0 ,-0.1808
CCO       ,賣權,202203  ,  44.0 ,-0.2201
CCO       ,賣權,202203  ,  46.0 ,-0.2620
CCO       ,賣權,202203  ,  48.0 ,-0.3056
CCO       ,賣權,202203  ,  50.0 ,-0.3503
CCO       ,賣權,202203  ,  55.0 ,-0.4487
CCO       ,賣權,202203  ,  60.0 ,-0.5405
CCO       ,賣權,202203  ,  65.0 ,-0.6233
CCO       ,買權,202206  ,  40.0 ,0.8319
CCO       ,買權,202206  ,  42.0 ,0.7984
CCO       ,買權,202206  ,  44.0 ,0.7631
CCO       ,買權,202206  ,  46.0 ,0.7264
CCO       ,買權,202206  ,  48.0 ,0.6887
CCO       ,買權,202206  ,  50.0 ,0.6507
CCO       ,買權,202206  ,  55.0 ,0.5699
CCO       ,買權,202206  ,  60.0 ,0.4928
CCO       ,買權,202206  ,  65.0 ,0.4216
CCO       ,賣權,202206  ,  40.0 ,-0.1681
CCO       ,賣權,202206  ,  42.0 ,-0.2016
CCO       ,賣權,202206  ,  44.0 ,-0.2369
CCO       ,賣權,202206  ,  46.0 ,-0.2736
CCO       ,賣權,202206  ,  48.0 ,-0.3113
CCO       ,賣權,202206  ,  50.0 ,-0.3493
CCO       ,賣權,202206  ,  55.0 ,-0.4301
CCO       ,賣權,202206  ,  60.0 ,-0.5072
CCO       ,賣權,202206  ,  65.0 ,-0.5784
CDO       ,買權,202108  , 490.0 ,0.9844
CDO       ,買權,202108  , 500.0 ,0.9717
CDO       ,買權,202108  , 525.0 ,0.9001
CDO       ,買權,202108  , 550.0 ,0.7555
CDO       ,買權,202108  , 575.0 ,0.5513
CDO       ,買權,202108  , 600.0 ,0.3414
CDO       ,買權,202108  , 625.0 ,0.1766
CDO       ,買權,202108  , 650.0 ,0.0758
CDO       ,買權,202108  , 675.0 ,0.0272
CDO       ,買權,202108  , 700.0 ,0.0075
CDO       ,買權,202108  , 725.0 ,0.0034
CDO       ,賣權,202108  , 490.0 ,-0.0156
CDO       ,賣權,202108  , 500.0 ,-0.0283
CDO       ,賣權,202108  , 525.0 ,-0.0999
CDO       ,賣權,202108  , 550.0 ,-0.2445
CDO       ,賣權,202108  , 575.0 ,-0.4487
CDO       ,賣權,202108  , 600.0 ,-0.6586
CDO       ,賣權,202108  , 625.0 ,-0.8234
CDO       ,賣權,202108  , 650.0 ,-0.9242
CDO       ,賣權,202108  , 675.0 ,-0.9728
CDO       ,賣權,202108  , 700.0 ,-0.9925
CDO       ,賣權,202108  , 725.0 ,-0.9966
CDO       ,買權,202109  , 480.0 ,0.9673
CDO       ,買權,202109  , 490.0 ,0.9502
CDO       ,買權,202109  , 500.0 ,0.9269
CDO       ,買權,202109  , 525.0 ,0.8385
CDO       ,買權,202109  , 550.0 ,0.7074
CDO       ,買權,202109  , 575.0 ,0.5489
CDO       ,買權,202109  , 600.0 ,0.3902
CDO       ,買權,202109  , 625.0 ,0.2529
CDO       ,買權,202109  , 650.0 ,0.1498
CDO       ,買權,202109  , 675.0 ,0.0815
CDO       ,買權,202109  , 700.0 ,0.0407
CDO       ,買權,202109  , 750.0 ,0.0079
CDO       ,賣權,202109  , 480.0 ,-0.0327
CDO       ,賣權,202109  , 490.0 ,-0.0498
CDO       ,賣權,202109  , 500.0 ,-0.0731
CDO       ,賣權,202109  , 525.0 ,-0.1615
CDO       ,賣權,202109  , 550.0 ,-0.2926
CDO       ,賣權,202109  , 575.0 ,-0.4511
CDO       ,賣權,202109  , 600.0 ,-0.6098
CDO       ,賣權,202109  , 625.0 ,-0.7471
CDO       ,賣權,202109  , 650.0 ,-0.8502
CDO       ,賣權,202109  , 675.0 ,-0.9185
CDO       ,賣權,202109  , 700.0 ,-0.9593
CDO       ,賣權,202109  , 750.0 ,-0.9921
CDO       ,買權,202112  , 480.0 ,0.8953
CDO       ,買權,202112  , 500.0 ,0.8418
CDO       ,買權,202112  , 550.0 ,0.6599
CDO       ,買權,202112  , 600.0 ,0.4509
CDO       ,買權,202112  , 650.0 ,0.2695
CDO       ,買權,202112  , 700.0 ,0.1425
CDO       ,買權,202112  , 750.0 ,0.0678
CDO       ,賣權,202112  , 480.0 ,-0.1047
CDO       ,賣權,202112  , 500.0 ,-0.1582
CDO       ,賣權,202112  , 550.0 ,-0.3401
CDO       ,賣權,202112  , 600.0 ,-0.5491
CDO       ,賣權,202112  , 650.0 ,-0.7305
CDO       ,賣權,202112  , 700.0 ,-0.8575
CDO       ,賣權,202112  , 750.0 ,-0.9322
CDO       ,買權,202203  , 480.0 ,0.8553
CDO       ,買權,202203  , 500.0 ,0.8038
CDO       ,買權,202203  , 550.0 ,0.6468
CDO       ,買權,202203  , 600.0 ,0.4772
CDO       ,買權,202203  , 650.0 ,0.3248
CDO       ,買權,202203  , 700.0 ,0.2052
CDO       ,買權,202203  , 750.0 ,0.1221
CDO       ,賣權,202203  , 480.0 ,-0.1447
CDO       ,賣權,202203  , 500.0 ,-0.1962
CDO       ,賣權,202203  , 550.0 ,-0.3532
CDO       ,賣權,202203  , 600.0 ,-0.5228
CDO       ,賣權,202203  , 650.0 ,-0.6752
CDO       ,賣權,202203  , 700.0 ,-0.7948
CDO       ,賣權,202203  , 750.0 ,-0.8779
CDO       ,買權,202206  , 480.0 ,0.8283
CDO       ,買權,202206  , 500.0 ,0.7799
CDO       ,買權,202206  , 550.0 ,0.6420
CDO       ,買權,202206  , 600.0 ,0.4975
CDO       ,買權,202206  , 650.0 ,0.3650
CDO       ,買權,202206  , 700.0 ,0.2548
CDO       ,賣權,202206  , 480.0 ,-0.1717
CDO       ,賣權,202206  , 500.0 ,-0.2201
CDO       ,賣權,202206  , 550.0 ,-0.3580
CDO       ,賣權,202206  , 600.0 ,-0.5025
CDO       ,賣權,202206  , 650.0 ,-0.6350
CDO       ,賣權,202206  , 700.0 ,-0.7452
CEA       ,買權,202108  ,  72.5 ,0.6940
