,,,公布日期時間,2021/07/26 04:36:12 PM
商品, 買賣權, 到期月份(週別), 履約價格, Delta值
CLO       ,賣權,202109  ,  30.0 ,-0.0740
CLO       ,賣權,202109  ,  31.0 ,-0.1405
CLO       ,賣權,202109  ,  32.0 ,-0.2943
CLO       ,賣權,202109  ,  33.0 ,-0.4936
CLO       ,賣權,202109  ,  34.0 ,-0.6933
CLO       ,賣權,202109  ,  35.0 ,-0.8506
CLO       ,賣權,202109  ,  36.0 ,-0.9169
CLO       ,賣權,202109  ,  37.0 ,-0.9482
CLO       ,賣權,202109  ,  38.0 ,-0.9642
CLO       ,賣權,202109  ,  39.0 ,-0.9733
CLO       ,賣權,202109  ,  40.0 ,-0.9788
CLO       ,買權,202112  ,  23.0 ,0.9917
CLO       ,買權,202112  ,  24.0 ,0.9902
CLO       ,買權,202112  ,  25.0 ,0.9880
CLO       ,買權,202112  ,  26.0 ,0.9848
CLO       ,買權,202112  ,  28.0 ,0.9720
CLO       ,買權,202112  ,  30.0 ,0.9166
CLO       ,買權,202112  ,  32.0 ,0.6837
CLO       ,買權,202112  ,  34.0 ,0.3531
CLO       ,買權,202112  ,  36.0 ,0.1157
CLO       ,買權,202112  ,  38.0 ,0.0374
CLO       ,買權,202112  ,  40.0 ,0.0222
CLO       ,賣權,202112  ,  23.0 ,-0.0083
CLO       ,賣權,202112  ,  24.0 ,-0.0099
CLO       ,賣權,202112  ,  25.0 ,-0.0120
CLO       ,賣權,202112  ,  26.0 ,-0.0152
CLO       ,賣權,202112  ,  28.0 ,-0.0280
CLO       ,賣權,202112  ,  30.0 ,-0.0834
CLO       ,賣權,202112  ,  32.0 ,-0.3163
CLO       ,賣權,202112  ,  34.0 ,-0.6469
CLO       ,賣權,202112  ,  36.0 ,-0.8843
CLO       ,賣權,202112  ,  38.0 ,-0.9626
CLO       ,賣權,202112  ,  40.0 ,-0.9778
CLO       ,買權,202203  ,  26.0 ,0.9849
CLO       ,買權,202203  ,  28.0 ,0.9723
CLO       ,買權,202203  ,  30.0 ,0.8917
CLO       ,買權,202203  ,  32.0 ,0.6739
CLO       ,買權,202203  ,  34.0 ,0.3820
CLO       ,買權,202203  ,  36.0 ,0.1555
CLO       ,買權,202203  ,  38.0 ,0.0386
CLO       ,買權,202203  ,  40.0 ,0.0227
CLO       ,賣權,202203  ,  26.0 ,-0.0151
CLO       ,賣權,202203  ,  28.0 ,-0.0277
CLO       ,賣權,202203  ,  30.0 ,-0.1083
CLO       ,賣權,202203  ,  32.0 ,-0.3261
CLO       ,賣權,202203  ,  34.0 ,-0.6180
CLO       ,賣權,202203  ,  36.0 ,-0.8445
CLO       ,賣權,202203  ,  38.0 ,-0.9614
CLO       ,賣權,202203  ,  40.0 ,-0.9774
CLO       ,買權,202206  ,  26.0 ,0.9851
CLO       ,買權,202206  ,  28.0 ,0.9730
CLO       ,買權,202206  ,  30.0 ,0.8763
CLO       ,買權,202206  ,  32.0 ,0.6693
CLO       ,買權,202206  ,  34.0 ,0.4084
CLO       ,買權,202206  ,  36.0 ,0.1920
CLO       ,買權,202206  ,  38.0 ,0.0675
CLO       ,買權,202206  ,  40.0 ,0.0233
CLO       ,賣權,202206  ,  26.0 ,-0.0149
CLO       ,賣權,202206  ,  28.0 ,-0.0270
CLO       ,賣權,202206  ,  30.0 ,-0.1237
CLO       ,賣權,202206  ,  32.0 ,-0.3307
CLO       ,賣權,202206  ,  34.0 ,-0.5916
CLO       ,賣權,202206  ,  36.0 ,-0.8080
CLO       ,賣權,202206  ,  38.0 ,-0.9325
CLO       ,賣權,202206  ,  40.0 ,-0.9767
CMO       ,買權,202108  ,  12.5 ,0.9867
CMO       ,買權,202108  ,  13.0 ,0.9842
CMO       ,買權,202108  ,  13.5 ,0.9806
CMO       ,買權,202108  ,  14.0 ,0.9753
CMO       ,買權,202108  ,  14.5 ,0.9671
CMO       ,買權,202108  ,  15.0 ,0.9532
CMO       ,買權,202108  ,  15.5 ,0.9276
CMO       ,買權,202108  ,  16.0 ,0.8764
CMO       ,買權,202108  ,  16.5 ,0.7552
CMO       ,買權,202108  ,  17.0 ,0.5801
CMO       ,買權,202108  ,  17.5 ,0.3896
CMO       ,買權,202108  ,  18.0 ,0.2225
CMO       ,買權,202108  ,  18.5 ,0.1180
CMO       ,買權,202108  ,  19.0 ,0.0750
CMO       ,買權,202108  ,  19.5 ,0.0525
CMO       ,買權,202108  ,  20.0 ,0.0396
CMO       ,賣權,202108  ,  12.5 ,-0.0133
CMO       ,賣權,202108  ,  13.0 ,-0.0158
CMO       ,賣權,202108  ,  13.5 ,-0.0194
CMO       ,賣權,202108  ,  14.0 ,-0.0247
CMO       ,賣權,202108  ,  14.5 ,-0.0329
CMO       ,賣權,202108  ,  15.0 ,-0.0468
CMO       ,賣權,202108  ,  15.5 ,-0.0724
CMO       ,賣權,202108  ,  16.0 ,-0.1236
CMO       ,賣權,202108  ,  16.5 ,-0.2448
CMO       ,賣權,202108  ,  17.0 ,-0.4199
CMO       ,賣權,202108  ,  17.5 ,-0.6104
CMO       ,賣權,202108  ,  18.0 ,-0.7775
CMO       ,賣權,202108  ,  18.5 ,-0.8820
CMO       ,賣權,202108  ,  19.0 ,-0.9250
CMO       ,賣權,202108  ,  19.5 ,-0.9475
CMO       ,賣權,202108  ,  20.0 ,-0.9604
CMO       ,買權,202109  ,  10.0 ,0.9924
CMO       ,買權,202109  ,  11.0 ,0.9905
CMO       ,買權,202109  ,  12.0 ,0.9877
CMO       ,買權,202109  ,  13.0 ,0.9830
CMO       ,買權,202109  ,  14.0 ,0.9740
CMO       ,買權,202109  ,  14.5 ,0.9657
CMO       ,買權,202109  ,  15.0 ,0.9517
CMO       ,買權,202109  ,  15.5 ,0.9264
CMO       ,買權,202109  ,  16.0 ,0.8439
CMO       ,買權,202109  ,  16.5 ,0.7258
CMO       ,買權,202109  ,  17.0 ,0.5731
CMO       ,買權,202109  ,  17.5 ,0.4136
CMO       ,買權,202109  ,  18.0 ,0.2702
CMO       ,買權,202109  ,  18.5 ,0.1576
CMO       ,買權,202109  ,  19.0 ,0.0775
CMO       ,買權,202109  ,  19.5 ,0.0547
CMO       ,買權,202109  ,  20.0 ,0.0417
CMO       ,賣權,202109  ,  10.0 ,-0.0076
CMO       ,賣權,202109  ,  11.0 ,-0.0095
CMO       ,賣權,202109  ,  12.0 ,-0.0123
CMO       ,賣權,202109  ,  13.0 ,-0.0170
CMO       ,賣權,202109  ,  14.0 ,-0.0260
CMO       ,賣權,202109  ,  14.5 ,-0.0343
CMO       ,賣權,202109  ,  15.0 ,-0.0483
CMO       ,賣權,202109  ,  15.5 ,-0.0736
CMO       ,賣權,202109  ,  16.0 ,-0.1561
CMO       ,賣權,202109  ,  16.5 ,-0.2742
CMO       ,賣權,202109  ,  17.0 ,-0.4269
CMO       ,賣權,202109  ,  17.5 ,-0.5864
CMO       ,賣權,202109  ,  18.0 ,-0.7298
CMO       ,賣權,202109  ,  18.5 ,-0.8424
CMO       ,賣權,202109  ,  19.0 ,-0.9225
CMO       ,賣權,202109  ,  19.5 ,-0.9453
CMO       ,賣權,202109  ,  20.0 ,-0.9583
CMO       ,買權,202112  ,  10.0 ,0.9920
CMO       ,買權,202112  ,  11.0 ,0.9901
CMO       ,買權,202112  ,  12.0 ,0.9872
CMO       ,買權,202112  ,  13.0 ,0.9825
CMO       ,買權,202112  ,  14.0 ,0.9735
CMO       ,買權,202112  ,  15.0 ,0.9270
CMO       ,買權,202112  ,  16.0 ,0.7822
CMO       ,買權,202112  ,  17.0 ,0.5683
CMO       ,買權,202112  ,  18.0 ,0.3437
CMO       ,買權,202112  ,  19.0 ,0.1729
CMO       ,買權,202112  ,  20.0 ,0.0706
CMO       ,賣權,202112  ,  10.0 ,-0.0080
CMO       ,賣權,202112  ,  11.0 ,-0.0099
CMO       ,賣權,202112  ,  12.0 ,-0.0128
CMO       ,賣權,202112  ,  13.0 ,-0.0175
CMO       ,賣權,202112  ,  14.0 ,-0.0265
CMO       ,賣權,202112  ,  15.0 ,-0.0730
CMO       ,賣權,202112  ,  16.0 ,-0.2178
CMO       ,賣權,202112  ,  17.0 ,-0.4317
CMO       ,賣權,202112  ,  18.0 ,-0.6563
CMO       ,賣權,202112  ,  19.0 ,-0.8271
CMO       ,賣權,202112  ,  20.0 ,-0.9294
CMO       ,買權,202203  ,  11.0 ,0.9900
CMO       ,買權,202203  ,  12.0 ,0.9872
CMO       ,買權,202203  ,  13.0 ,0.9825
CMO       ,買權,202203  ,  14.0 ,0.9624
CMO       ,買權,202203  ,  15.0 ,0.8908
CMO       ,買權,202203  ,  16.0 ,0.7529
CMO       ,買權,202203  ,  17.0 ,0.5697
CMO       ,買權,202203  ,  18.0 ,0.3825
CMO       ,買權,202203  ,  19.0 ,0.2281
CMO       ,買權,202203  ,  20.0 ,0.1201
CMO       ,賣權,202203  ,  11.0 ,-0.0100
CMO       ,賣權,202203  ,  12.0 ,-0.0128
CMO       ,賣權,202203  ,  13.0 ,-0.0175
CMO       ,賣權,202203  ,  14.0 ,-0.0377
CMO       ,賣權,202203  ,  15.0 ,-0.1092
CMO       ,賣權,202203  ,  16.0 ,-0.2471
CMO       ,賣權,202203  ,  17.0 ,-0.4303
CMO       ,賣權,202203  ,  18.0 ,-0.6175
CMO       ,賣權,202203  ,  19.0 ,-0.7719
CMO       ,賣權,202203  ,  20.0 ,-0.8799
CMO       ,買權,202206  ,  14.0 ,0.9464
CMO       ,買權,202206  ,  15.0 ,0.8631
CMO       ,買權,202206  ,  16.0 ,0.7338
CMO       ,買權,202206  ,  17.0 ,0.5740
CMO       ,買權,202206  ,  18.0 ,0.4104
CMO       ,買權,202206  ,  19.0 ,0.2691
CMO       ,買權,202206  ,  20.0 ,0.1599
CMO       ,賣權,202206  ,  14.0 ,-0.0536
CMO       ,賣權,202206  ,  15.0 ,-0.1369
CMO       ,賣權,202206  ,  16.0 ,-0.2662
CMO       ,賣權,202206  ,  17.0 ,-0.4260
CMO       ,賣權,202206  ,  18.0 ,-0.5896
CMO       ,賣權,202206  ,  19.0 ,-0.7309
CMO       ,賣權,202206  ,  20.0 ,-0.8401
CNO       ,買權,202108  ,  18.5 ,0.9799
CNO       ,買權,202108  ,  19.0 ,0.9750
CNO       ,買權,202108  ,  19.5 ,0.9678
CNO       ,買權,202108  ,  20.0 ,0.9568
CNO       ,買權,202108  ,  20.5 ,0.9390
CNO       ,買權,202108  ,  21.0 ,0.9088
CNO       ,買權,202108  ,  21.5 ,0.8567
CNO       ,買權,202108  ,  22.0 ,0.7545
CNO       ,買權,202108  ,  22.5 ,0.6209
CNO       ,買權,202108  ,  23.0 ,0.4713
CNO       ,買權,202108  ,  23.5 ,0.3197
CNO       ,買權,202108  ,  24.0 ,0.1957
CNO       ,買權,202108  ,  24.5 ,0.1260
CNO       ,買權,202108  ,  25.0 ,0.0854
CNO       ,買權,202108  ,  26.0 ,0.0466
CNO       ,買權,202108  ,  27.0 ,0.0304
CNO       ,賣權,202108  ,  18.5 ,-0.0201
CNO       ,賣權,202108  ,  19.0 ,-0.0250
CNO       ,賣權,202108  ,  19.5 ,-0.0322
CNO       ,賣權,202108  ,  20.0 ,-0.0432
CNO       ,賣權,202108  ,  20.5 ,-0.0610
CNO       ,賣權,202108  ,  21.0 ,-0.0912
CNO       ,賣權,202108  ,  21.5 ,-0.1433
CNO       ,賣權,202108  ,  22.0 ,-0.2455
CNO       ,賣權,202108  ,  22.5 ,-0.3791
CNO       ,賣權,202108  ,  23.0 ,-0.5287
CNO       ,賣權,202108  ,  23.5 ,-0.6803
CNO       ,賣權,202108  ,  24.0 ,-0.8043
CNO       ,賣權,202108  ,  24.5 ,-0.8740
CNO       ,賣權,202108  ,  25.0 ,-0.9146
CNO       ,賣權,202108  ,  26.0 ,-0.9534
CNO       ,賣權,202108  ,  27.0 ,-0.9696
CNO       ,買權,202109  ,  15.0 ,0.9917
CNO       ,買權,202109  ,  16.0 ,0.9898
CNO       ,買權,202109  ,  17.0 ,0.9869
CNO       ,買權,202109  ,  18.0 ,0.9822
CNO       ,買權,202109  ,  19.0 ,0.9737
CNO       ,買權,202109  ,  19.5 ,0.9664
CNO       ,買權,202109  ,  20.0 ,0.9555
CNO       ,買權,202109  ,  20.5 ,0.9377
CNO       ,買權,202109  ,  21.0 ,0.8954
CNO       ,買權,202109  ,  21.5 ,0.8252
CNO       ,買權,202109  ,  22.0 ,0.7281
CNO       ,買權,202109  ,  22.5 ,0.6086
CNO       ,買權,202109  ,  23.0 ,0.4785
CNO       ,買權,202109  ,  23.5 ,0.3434
CNO       ,買權,202109  ,  24.0 ,0.2256
CNO       ,買權,202109  ,  24.5 ,0.1414
CNO       ,買權,202109  ,  25.0 ,0.0878
CNO       ,買權,202109  ,  26.0 ,0.0487
CNO       ,買權,202109  ,  27.0 ,0.0323
CNO       ,買權,202109  ,  28.0 ,0.0238
CNO       ,賣權,202109  ,  15.0 ,-0.0083
CNO       ,賣權,202109  ,  16.0 ,-0.0102
CNO       ,賣權,202109  ,  17.0 ,-0.0131
CNO       ,賣權,202109  ,  18.0 ,-0.0178
CNO       ,賣權,202109  ,  19.0 ,-0.0263
CNO       ,賣權,202109  ,  19.5 ,-0.0336
CNO       ,賣權,202109  ,  20.0 ,-0.0445
CNO       ,賣權,202109  ,  20.5 ,-0.0623
CNO       ,賣權,202109  ,  21.0 ,-0.1046
CNO       ,賣權,202109  ,  21.5 ,-0.1748
CNO       ,賣權,202109  ,  22.0 ,-0.2719
CNO       ,賣權,202109  ,  22.5 ,-0.3914
CNO       ,賣權,202109  ,  23.0 ,-0.5215
CNO       ,賣權,202109  ,  23.5 ,-0.6566
CNO       ,賣權,202109  ,  24.0 ,-0.7744
CNO       ,賣權,202109  ,  24.5 ,-0.8586
CNO       ,賣權,202109  ,  25.0 ,-0.9122
CNO       ,賣權,202109  ,  26.0 ,-0.9513
CNO       ,賣權,202109  ,  27.0 ,-0.9677
CNO       ,賣權,202109  ,  28.0 ,-0.9762
CNO       ,買權,202112  ,  16.0 ,0.9893
CNO       ,買權,202112  ,  17.0 ,0.9864
CNO       ,買權,202112  ,  18.0 ,0.9817
CNO       ,買權,202112  ,  19.0 ,0.9733
CNO       ,買權,202112  ,  20.0 ,0.9339
CNO       ,買權,202112  ,  21.0 ,0.8359
CNO       ,買權,202112  ,  22.0 ,0.6852
CNO       ,買權,202112  ,  23.0 ,0.4973
CNO       ,買權,202112  ,  24.0 ,0.2922
CNO       ,買權,202112  ,  25.0 ,0.1411
CNO       ,買權,202112  ,  26.0 ,0.0509
CNO       ,買權,202112  ,  28.0 ,0.0250
CNO       ,賣權,202112  ,  16.0 ,-0.0107
CNO       ,賣權,202112  ,  17.0 ,-0.0136
CNO       ,賣權,202112  ,  18.0 ,-0.0183
CNO       ,賣權,202112  ,  19.0 ,-0.0267
CNO       ,賣權,202112  ,  20.0 ,-0.0661
CNO       ,賣權,202112  ,  21.0 ,-0.1641
CNO       ,賣權,202112  ,  22.0 ,-0.3148
CNO       ,賣權,202112  ,  23.0 ,-0.5027
CNO       ,賣權,202112  ,  24.0 ,-0.7078
CNO       ,賣權,202112  ,  25.0 ,-0.8589
CNO       ,賣權,202112  ,  26.0 ,-0.9491
CNO       ,賣權,202112  ,  28.0 ,-0.9750
CNO       ,買權,202203  ,  18.0 ,0.9818
CNO       ,買權,202203  ,  19.0 ,0.9632
CNO       ,買權,202203  ,  20.0 ,0.9026
CNO       ,買權,202203  ,  21.0 ,0.8035
CNO       ,買權,202203  ,  22.0 ,0.6695
CNO       ,買權,202203  ,  23.0 ,0.5092
CNO       ,買權,202203  ,  24.0 ,0.3294
CNO       ,買權,202203  ,  25.0 ,0.1875
CNO       ,買權,202203  ,  26.0 ,0.0941
CNO       ,買權,202203  ,  28.0 ,0.0254
CNO       ,賣權,202203  ,  18.0 ,-0.0182
CNO       ,賣權,202203  ,  19.0 ,-0.0368
CNO       ,賣權,202203  ,  20.0 ,-0.0974
CNO       ,賣權,202203  ,  21.0 ,-0.1965
CNO       ,賣權,202203  ,  22.0 ,-0.3305
CNO       ,賣權,202203  ,  23.0 ,-0.4908
CNO       ,賣權,202203  ,  24.0 ,-0.6706
CNO       ,賣權,202203  ,  25.0 ,-0.8125
CNO       ,賣權,202203  ,  26.0 ,-0.9059
CNO       ,賣權,202203  ,  28.0 ,-0.9746
CNO       ,買權,202206  ,  19.0 ,0.9429
CNO       ,買權,202206  ,  20.0 ,0.8779
CNO       ,買權,202206  ,  21.0 ,0.7816
CNO       ,買權,202206  ,  22.0 ,0.6611
CNO       ,買權,202206  ,  23.0 ,0.5220
CNO       ,買權,202206  ,  24.0 ,0.3626
CNO       ,買權,202206  ,  25.0 ,0.2299
CNO       ,買權,202206  ,  26.0 ,0.1335
CNO       ,買權,202206  ,  28.0 ,0.0373
CNO       ,賣權,202206  ,  19.0 ,-0.0571
CNO       ,賣權,202206  ,  20.0 ,-0.1221
CNO       ,賣權,202206  ,  21.0 ,-0.2184
CNO       ,賣權,202206  ,  22.0 ,-0.3389
CNO       ,賣權,202206  ,  23.0 ,-0.4780
CNO       ,賣權,202206  ,  24.0 ,-0.6374
CNO       ,賣權,202206  ,  25.0 ,-0.7701
CNO       ,賣權,202206  ,  26.0 ,-0.8665
CNO       ,賣權,202206  ,  28.0 ,-0.9627
CQO       ,買權,202108  ,  60.0 ,0.9855
CQO       ,買權,202108  ,  62.5 ,0.9754
CQO       ,買權,202108  ,  65.0 ,0.9514
CQO       ,買權,202108  ,  67.5 ,0.8909
CQO       ,買權,202108  ,  70.0 ,0.7305
CQO       ,買權,202108  ,  72.5 ,0.5030
CQO       ,買權,202108  ,  75.0 ,0.2786
CQO       ,買權,202108  ,  77.5 ,0.1149
CQO       ,買權,202108  ,  80.0 ,0.0554
CQO       ,買權,202108  ,  82.5 ,0.0310
CQO       ,買權,202108  ,  85.0 ,0.0198
CQO       ,買權,202108  ,  87.5 ,0.0140
CQO       ,賣權,202108  ,  60.0 ,-0.0145
CQO       ,賣權,202108  ,  62.5 ,-0.0246
CQO       ,賣權,202108  ,  65.0 ,-0.0486
CQO       ,賣權,202108  ,  67.5 ,-0.1091
CQO       ,賣權,202108  ,  70.0 ,-0.2695
CQO       ,賣權,202108  ,  72.5 ,-0.4970
CQO       ,賣權,202108  ,  75.0 ,-0.7214
CQO       ,賣權,202108  ,  77.5 ,-0.8851
CQO       ,賣權,202108  ,  80.0 ,-0.9446
CQO       ,賣權,202108  ,  82.5 ,-0.9690
CQO       ,賣權,202108  ,  85.0 ,-0.9802
CQO       ,賣權,202108  ,  87.5 ,-0.9860
CQO       ,買權,202109  ,  50.0 ,0.9955
CQO       ,買權,202109  ,  55.0 ,0.9926
CQO       ,買權,202109  ,  60.0 ,0.9847
CQO       ,買權,202109  ,  62.5 ,0.9744
CQO       ,買權,202109  ,  65.0 ,0.9506
CQO       ,買權,202109  ,  67.5 ,0.8621
CQO       ,買權,202109  ,  70.0 ,0.7070
CQO       ,買權,202109  ,  72.5 ,0.5076
CQO       ,買權,202109  ,  75.0 ,0.3107
CQO       ,買權,202109  ,  77.5 ,0.1594
CQO       ,買權,202109  ,  80.0 ,0.0661
CQO       ,買權,202109  ,  82.5 ,0.0326
CQO       ,買權,202109  ,  85.0 ,0.0211
CQO       ,買權,202109  ,  90.0 ,0.0116
CQO       ,賣權,202109  ,  50.0 ,-0.0045
CQO       ,賣權,202109  ,  55.0 ,-0.0074
CQO       ,賣權,202109  ,  60.0 ,-0.0153
CQO       ,賣權,202109  ,  62.5 ,-0.0256
CQO       ,賣權,202109  ,  65.0 ,-0.0494
CQO       ,賣權,202109  ,  67.5 ,-0.1379
CQO       ,賣權,202109  ,  70.0 ,-0.2930
CQO       ,賣權,202109  ,  72.5 ,-0.4924
CQO       ,賣權,202109  ,  75.0 ,-0.6893
CQO       ,賣權,202109  ,  77.5 ,-0.8406
CQO       ,賣權,202109  ,  80.0 ,-0.9339
CQO       ,賣權,202109  ,  82.5 ,-0.9674
CQO       ,賣權,202109  ,  85.0 ,-0.9789
CQO       ,賣權,202109  ,  90.0 ,-0.9884
CQO       ,買權,202112  ,  50.0 ,0.9953
CQO       ,買權,202112  ,  55.0 ,0.9924
CQO       ,買權,202112  ,  60.0 ,0.9845
CQO       ,買權,202112  ,  65.0 ,0.8985
CQO       ,買權,202112  ,  70.0 ,0.6713
CQO       ,買權,202112  ,  75.0 ,0.3711
CQO       ,買權,202112  ,  80.0 ,0.1449
CQO       ,買權,202112  ,  85.0 ,0.0392
CQO       ,買權,202112  ,  90.0 ,0.0122
CQO       ,賣權,202112  ,  50.0 ,-0.0047
CQO       ,賣權,202112  ,  55.0 ,-0.0076
CQO       ,賣權,202112  ,  60.0 ,-0.0155
CQO       ,賣權,202112  ,  65.0 ,-0.1015
CQO       ,賣權,202112  ,  70.0 ,-0.3287
CQO       ,賣權,202112  ,  75.0 ,-0.6289
CQO       ,賣權,202112  ,  80.0 ,-0.8551
CQO       ,賣權,202112  ,  85.0 ,-0.9608
CQO       ,賣權,202112  ,  90.0 ,-0.9878
CQO       ,買權,202203  ,  60.0 ,0.9677
CQO       ,買權,202203  ,  65.0 ,0.8661
CQO       ,買權,202203  ,  70.0 ,0.6575
CQO       ,買權,202203  ,  75.0 ,0.4026
CQO       ,買權,202203  ,  80.0 ,0.1956
CQO       ,買權,202203  ,  85.0 ,0.0758
CQO       ,買權,202203  ,  90.0 ,0.0223
CQO       ,賣權,202203  ,  60.0 ,-0.0323
CQO       ,賣權,202203  ,  65.0 ,-0.1339
CQO       ,賣權,202203  ,  70.0 ,-0.3425
CQO       ,賣權,202203  ,  75.0 ,-0.5974
CQO       ,賣權,202203  ,  80.0 ,-0.8044
CQO       ,賣權,202203  ,  85.0 ,-0.9242
CQO       ,賣權,202203  ,  90.0 ,-0.9777
CQO       ,買權,202206  ,  60.0 ,0.9508
CQO       ,買權,202206  ,  65.0 ,0.8413
CQO       ,買權,202206  ,  70.0 ,0.6513
CQO       ,買權,202206  ,  75.0 ,0.4284
CQO       ,買權,202206  ,  80.0 ,0.2372
CQO       ,買權,202206  ,  85.0 ,0.1125
CQO       ,賣權,202206  ,  60.0 ,-0.0492
CQO       ,賣權,202206  ,  65.0 ,-0.1587
CQO       ,賣權,202206  ,  70.0 ,-0.3487
CQO       ,賣權,202206  ,  75.0 ,-0.5716
CQO       ,賣權,202206  ,  80.0 ,-0.7628
CQO       ,賣權,202206  ,  85.0 ,-0.8875
CRO       ,買權,202108  ,  26.0 ,0.9818
CRO       ,買權,202108  ,  27.0 ,0.9737
CRO       ,買權,202108  ,  28.0 ,0.9584
CRO       ,買權,202108  ,  29.0 ,0.9157
CRO       ,買權,202108  ,  30.0 ,0.8104
CRO       ,買權,202108  ,  31.0 ,0.6618
CRO       ,買權,202108  ,  32.0 ,0.4879
CRO       ,買權,202108  ,  33.0 ,0.3190
CRO       ,買權,202108  ,  34.0 ,0.1851
CRO       ,買權,202108  ,  35.0 ,0.0940
CRO       ,買權,202108  ,  36.0 ,0.0454
CRO       ,買權,202108  ,  37.0 ,0.0315
CRO       ,買權,202108  ,  38.0 ,0.0236
CRO       ,買權,202108  ,  39.0 ,0.0187
CRO       ,賣權,202108  ,  26.0 ,-0.0182
CRO       ,賣權,202108  ,  27.0 ,-0.0263
CRO       ,賣權,202108  ,  28.0 ,-0.0416
CRO       ,賣權,202108  ,  29.0 ,-0.0843
CRO       ,賣權,202108  ,  30.0 ,-0.1896
CRO       ,賣權,202108  ,  31.0 ,-0.3382
CRO       ,賣權,202108  ,  32.0 ,-0.5121
CRO       ,賣權,202108  ,  33.0 ,-0.6810
CRO       ,賣權,202108  ,  34.0 ,-0.8149
CRO       ,賣權,202108  ,  35.0 ,-0.9060
CRO       ,賣權,202108  ,  36.0 ,-0.9546
CRO       ,賣權,202108  ,  37.0 ,-0.9685
CRO       ,賣權,202108  ,  38.0 ,-0.9764
CRO       ,賣權,202108  ,  39.0 ,-0.9813
CRO       ,買權,202109  ,  21.0 ,0.9933
CRO       ,買權,202109  ,  22.0 ,0.9922
CRO       ,買權,202109  ,  23.0 ,0.9907
CRO       ,買權,202109  ,  24.0 ,0.9886
CRO       ,買權,202109  ,  25.0 ,0.9855
CRO       ,買權,202109  ,  26.0 ,0.9806
CRO       ,買權,202109  ,  27.0 ,0.9725
CRO       ,買權,202109  ,  28.0 ,0.9319
CRO       ,買權,202109  ,  29.0 ,0.8585
CRO       ,買權,202109  ,  30.0 ,0.7609
CRO       ,買權,202109  ,  31.0 ,0.6355
CRO       ,買權,202109  ,  32.0 ,0.4991
CRO       ,買權,202109  ,  33.0 ,0.3657
CRO       ,買權,202109  ,  34.0 ,0.2516
CRO       ,買權,202109  ,  35.0 ,0.1587
CRO       ,買權,202109  ,  36.0 ,0.0946
CRO       ,買權,202109  ,  37.0 ,0.0526
CRO       ,買權,202109  ,  38.0 ,0.0251
CRO       ,買權,202109  ,  40.0 ,0.0167
CRO       ,賣權,202109  ,  21.0 ,-0.0067
CRO       ,賣權,202109  ,  22.0 ,-0.0078
CRO       ,賣權,202109  ,  23.0 ,-0.0093
CRO       ,賣權,202109  ,  24.0 ,-0.0114
CRO       ,賣權,202109  ,  25.0 ,-0.0145
CRO       ,賣權,202109  ,  26.0 ,-0.0194
CRO       ,賣權,202109  ,  27.0 ,-0.0275
CRO       ,賣權,202109  ,  28.0 ,-0.0681
CRO       ,賣權,202109  ,  29.0 ,-0.1415
CRO       ,賣權,202109  ,  30.0 ,-0.2391
CRO       ,賣權,202109  ,  31.0 ,-0.3645
CRO       ,賣權,202109  ,  32.0 ,-0.5009
CRO       ,賣權,202109  ,  33.0 ,-0.6343
CRO       ,賣權,202109  ,  34.0 ,-0.7484
CRO       ,賣權,202109  ,  35.0 ,-0.8413
CRO       ,賣權,202109  ,  36.0 ,-0.9054
CRO       ,賣權,202109  ,  37.0 ,-0.9474
CRO       ,賣權,202109  ,  38.0 ,-0.9749
CRO       ,賣權,202109  ,  40.0 ,-0.9833
CRO       ,買權,202112  ,  22.0 ,0.9918
CRO       ,買權,202112  ,  23.0 ,0.9903
CRO       ,買權,202112  ,  24.0 ,0.9821
CRO       ,買權,202112  ,  25.0 ,0.9676
CRO       ,買權,202112  ,  26.0 ,0.9430
CRO       ,買權,202112  ,  28.0 ,0.8496
CRO       ,買權,202112  ,  30.0 ,0.6996
CRO       ,買權,202112  ,  32.0 ,0.5193
CRO       ,買權,202112  ,  34.0 ,0.3452
CRO       ,買權,202112  ,  36.0 ,0.2051
CRO       ,買權,202112  ,  38.0 ,0.1107
CRO       ,買權,202112  ,  40.0 ,0.0532
CRO       ,賣權,202112  ,  22.0 ,-0.0082
CRO       ,賣權,202112  ,  23.0 ,-0.0097
CRO       ,賣權,202112  ,  24.0 ,-0.0179
CRO       ,賣權,202112  ,  25.0 ,-0.0324
CRO       ,賣權,202112  ,  26.0 ,-0.0570
CRO       ,賣權,202112  ,  28.0 ,-0.1504
CRO       ,賣權,202112  ,  30.0 ,-0.3004
CRO       ,賣權,202112  ,  32.0 ,-0.4807
CRO       ,賣權,202112  ,  34.0 ,-0.6548
CRO       ,賣權,202112  ,  36.0 ,-0.7949
CRO       ,賣權,202112  ,  38.0 ,-0.8893
CRO       ,賣權,202112  ,  40.0 ,-0.9468
CRO       ,買權,202203  ,  25.0 ,0.9399
CRO       ,買權,202203  ,  26.0 ,0.9067
CRO       ,買權,202203  ,  28.0 ,0.8106
CRO       ,買權,202203  ,  30.0 ,0.6789
CRO       ,買權,202203  ,  32.0 ,0.5306
CRO       ,買權,202203  ,  34.0 ,0.3867
CRO       ,買權,202203  ,  36.0 ,0.2631
CRO       ,買權,202203  ,  38.0 ,0.1701
CRO       ,買權,202203  ,  40.0 ,0.1015
